Gene_acc,Gene_id,SMp1,SMp2,SMp3,SMp4,NST1p1,NST1p2,NST1p3,NST1p4,Desc
2138,Tb927.11.6920,442450.0,496340.0,463330.0,489530.0,394880.0,386430.0,378900.0,386880.0,"hypothetical protein, conserved"
2139,Tb927.11.6930,82409.0,91597.0,89696.0,96122.0,76493.0,72999.0,78855.0,87786.0,"Sec20, putative"
2140,Tb927.11.6960,31176.0,29785.0,30900.0,32902.0,25524.0,23395.0,25655.0,26314.0,"ATG16/SAP18/CVT11/APG16, putative"
2141,Tb927.11.6970,346630.0,315460.0,318430.0,324290.0,250880.0,251520.0,232730.0,231190.0,NADH-cytochrome b5 reductase-like protein
2142,Tb927.11.6980,556050.0,671750.0,566240.0,613970.0,427930.0,424480.0,411350.0,425610.0,"Phosphoenolpyruvate carboxykinase, related"
2143,Tb927.11.7010,3976.7,4576.9,1663.1,4620.7,3042.1,3006.0,3115.8,2762.6,"Calcium/calmodulin-dependent protein kinase kinase, putative"
2144,Tb927.11.7020,3167900.0,3418100.0,3077300.0,3179900.0,2911100.0,3036800.0,2816300.0,2823900.0,"proteasome alpha 7 subunit, putative"
2145,Tb927.11.7040,173030.0,182010.0,148060.0,159670.0,125630.0,130600.0,139070.0,117930.0,"pterin-4-alpha-carbinolamine dehydratase, putative"
2146,Tb927.11.7050,168980.0,191670.0,157320.0,159360.0,140220.0,161340.0,159420.0,134020.0,"PA domain containing protein, putative"
2147,Tb927.11.7080,1884100.0,2067200.0,1753000.0,1927100.0,1606200.0,1726500.0,1523100.0,1562000.0,acidocalcisomal pyrophosphatase
2148,Tb927.11.7100,193760.0,229450.0,188790.0,194120.0,185300.0,181730.0,190180.0,178960.0,"cytoplasmic translation machinery associated protein, putative"
2149,Tb927.11.7120,51246.0,50651.0,47995.0,49393.0,44062.0,52314.0,50958.0,48976.0,"hypothetical protein, conserved"
2150,Tb927.11.7140,1126600.0,1261400.0,1195600.0,1122300.0,1009900.0,988670.0,1008600.0,975570.0,"cell cycle sequence binding phosphoprotein (RBP33), putative"
2151,Tb927.11.7150,1481900.0,1813000.0,1471200.0,1688600.0,1345800.0,1336100.0,1281300.0,1219900.0,NGG1 interacting factor 3-like
2152,Tb927.11.7160,0.0,995.5,0.0,0.0,1084.4,0.0,0.0,0.0,"cdc2-related kinase 8, putative"
2153,Tb927.11.7170,5870500.0,6537600.0,5806400.0,6330200.0,4178200.0,4292000.0,4082700.0,3981300.0,seryl-tRNA synthetase
2154,Tb927.11.7180,473270.0,512470.0,469720.0,480700.0,382350.0,344970.0,343770.0,377280.0,"MORN repeat, putative"
2155,Tb927.11.7190,32058.0,34038.0,36141.0,41360.0,30808.0,32093.0,34925.0,33147.0,hypothetical protein
2156,Tb927.11.720,3040600.0,3233000.0,2754000.0,2871200.0,2247300.0,2082800.0,2002900.0,1983100.0,"hypothetical protein, conserved"
2157,Tb927.11.7200,8058.2,14332.0,13546.0,10802.0,10756.0,11373.0,11043.0,8390.7,"GRIP domain containing protein, putative"
2158,Tb927.11.7210,198860.0,237550.0,213320.0,230370.0,172820.0,175080.0,172180.0,164330.0,"eukaryotic translation initiation factor 2-alpha kinase 1, putative"
2159,Tb927.11.7220,19825.0,26518.0,23803.0,21374.0,19189.0,21395.0,17067.0,23107.0,"neurobeachin/beige protein, putative"
2160,Tb927.11.7350,5328600.0,6369700.0,5442400.0,5507700.0,4534000.0,4595800.0,4059600.0,4264000.0,Histone H2B variant V
2161,Tb927.11.7370,3587.4,3061.0,4271.8,3681.5,1731.4,2866.5,1465.8,3416.5,"haloacid dehalogenase hydrolase, putative"
2162,Tb927.11.7380,15088000.0,15836000.0,13937000.0,14225000.0,13388000.0,13366000.0,13406000.0,13061000.0,"glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial"
2163,Tb927.11.740,1684300.0,2003000.0,1588800.0,1732500.0,1518100.0,1565700.0,1441900.0,1398000.0,eukaryotic translation initiation factor 5A
2164,Tb927.11.7410,449730.0,460010.0,455320.0,446180.0,431870.0,383130.0,404570.0,427370.0,"MSP-A, putative"
2165,Tb927.11.7420,466320.0,492090.0,434050.0,497070.0,361860.0,378280.0,371950.0,356540.0,phosphoadenosine phosphosulfate reductase-like protein
2166,Tb927.11.7430,85928.0,98189.0,79694.0,103780.0,74291.0,77799.0,75523.0,79271.0,"hypothetical protein, conserved"
2167,Tb927.11.7440,41307.0,47707.0,45083.0,45936.0,33299.0,29865.0,30917.0,29984.0,"hypothetical protein, conserved"
2168,Tb927.11.7510,18963000.0,22356000.0,16368000.0,18437000.0,16676000.0,16765000.0,15477000.0,15059000.0,"luminal binding protein 1 (BiP), putative"
2169,Tb927.11.7470,249400.0,286770.0,224380.0,252480.0,165120.0,184480.0,166290.0,167480.0,"hypothetical protein, conserved"
2170,Tb927.11.7475,103320.0,114020.0,110570.0,102290.0,87059.0,84034.0,96625.0,86717.0,"AN1-like Zinc finger containing protein, putative"
2171,Tb927.11.7480,386500.0,435950.0,414140.0,435310.0,316530.0,291300.0,311210.0,316140.0,"vacuolar type h+ ATPase subunit, putative"
2172,Tb927.11.750,215710.0,218630.0,202570.0,225780.0,173900.0,181350.0,196200.0,171490.0,"DNA repair protein, putative"
2173,Tb927.11.7520,199360.0,238750.0,204440.0,226160.0,193290.0,200200.0,192220.0,170800.0,"hypothetical protein, conserved"
2174,Tb927.11.7530,660440.0,828780.0,688770.0,716340.0,528490.0,565540.0,540330.0,538790.0,"long-chain-fatty-acid-CoA ligase, putative"
2175,Tb927.11.7550,145140.0,184070.0,154470.0,156770.0,149240.0,150090.0,163670.0,128590.0,"hypothetical protein, conserved"
2176,Tb927.11.7560,2946200.0,3486700.0,2785700.0,3003100.0,2469700.0,2536000.0,2381300.0,2447900.0,Component of motile flagella 15
2177,Tb927.11.7570,808470.0,835390.0,785320.0,828710.0,632590.0,657290.0,599860.0,617580.0,"ATP-grasp domain containing protein, putative"
2178,Tb927.11.7580,2014500.0,2032100.0,2113600.0,2125800.0,1938400.0,2196700.0,1968600.0,2258100.0,"hypothetical protein, conserved"
2179,Tb927.11.7590,55665.0,58922.0,44365.0,56112.0,40971.0,35973.0,44062.0,38512.0,"hypothetical protein, conserved"
2180,Tb927.11.760,5970200.0,6846200.0,5801400.0,6292000.0,5164900.0,5338800.0,5027300.0,5136000.0,"protein phosphatase 2C, putative"
2181,Tb927.11.7600,139220.0,163340.0,122070.0,135560.0,131470.0,112820.0,125240.0,127250.0,"hypothetical protein, conserved"
2182,Tb927.11.7685,7287900.0,9360600.0,6825200.0,7746300.0,6477100.0,6800100.0,5408300.0,6175800.0,ribosomal protein S10p/S20
2183,Tb927.11.7680,22647.0,28055.0,28530.0,28146.0,16980.0,17084.0,17797.0,21663.0,"hypothetical protein, conserved"
2184,Tb927.11.770,152450.0,160820.0,130520.0,131170.0,132200.0,112770.0,117500.0,112110.0,"hypothetical protein, conserved"
2185,Tb927.11.7702,36320.0,43505.0,39724.0,43331.0,30086.0,32508.0,30787.0,31783.0,U6 snRNA-associated Sm-like protein LSm5
2186,Tb927.11.7707,381100.0,468190.0,341620.0,390850.0,404110.0,428620.0,363660.0,365640.0,"Tctex-1 family, putative"
2187,Tb927.11.7710,156200.0,181180.0,145470.0,157800.0,113550.0,126510.0,127650.0,130710.0,"Gp63-1 surface protease homolog, putative"
2188,Tb927.11.7780,1708600.0,1823300.0,1709600.0,1670300.0,1540300.0,1530200.0,1451800.0,1492400.0,Mitochondrial import receptor subunit ATOM46
2189,Tb927.11.7800,106640.0,113190.0,122550.0,106970.0,110960.0,109940.0,92587.0,96170.0,"hypothetical protein, conserved"
2190,Tb927.11.7820,292280.0,348610.0,254540.0,308920.0,226170.0,237030.0,232070.0,249920.0,"endonuclease/exonuclease/phosphatase, putative"
2191,Tb927.11.7830,2132.8,1455.1,1367.0,1985.1,1353.3,1332.4,2036.5,2301.2,"hypothetical protein, conserved"
2192,Tb927.11.7840,5712300.0,6479800.0,5621800.0,6009200.0,4912300.0,5079200.0,4872600.0,4864500.0,ribonucleoside-diphosphate reductase large chain
2193,Tb927.11.7850,28246.0,37259.0,28753.0,26819.0,21682.0,25541.0,26438.0,22908.0,"hypothetical protein, conserved"
2194,Tb927.11.7860,21670.0,18434.0,20356.0,21212.0,15641.0,14858.0,25175.0,12529.0,DNA replication licensing factor MCM2
2195,Tb927.11.7890,984570.0,1104900.0,1037600.0,985000.0,821290.0,878420.0,880360.0,855920.0,zinc finger CCCH domain containing protein 44
2196,Tb927.11.7900,228460.0,263710.0,185270.0,214230.0,164770.0,141580.0,158920.0,169920.0,mitochondrial RNA binding protein 16
2197,Tb927.11.7920,29800.0,33454.0,28381.0,26998.0,20384.0,16498.0,12853.0,13550.0,SUMO-interacting motif-containing protein
2198,Tb927.11.7930,2728.8,3504.7,3575.1,2507.3,3531.4,2962.6,3333.8,1708.8,"RNA polymerase B subunit RPB8, putative"
2199,Tb927.11.7940,259810.0,295120.0,276080.0,278510.0,206570.0,207510.0,235190.0,205750.0,"calmodulin, putative"
2200,Tb927.11.7960,164520.0,204580.0,175010.0,200860.0,168760.0,169930.0,175670.0,163620.0,kinetoplast poly(A) polymerase 1
2202,Tb927.11.800,84411.0,104550.0,95999.0,74901.0,63803.0,66055.0,72014.0,78708.0,"prefoldin subunit, putative"
2203,Tb927.11.8030,549490.0,622400.0,514570.0,586080.0,458340.0,488610.0,420570.0,456020.0,"hypothetical protein, conserved"
2204,Tb927.11.8050,1537800.0,1696800.0,1529300.0,1555300.0,1376100.0,1408300.0,1355100.0,1419600.0,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative"
2205,Tb927.11.8060,1539100.0,1771400.0,1440700.0,1709700.0,1595800.0,1690400.0,1456700.0,1302300.0,"SNARE associated Golgi protein, putative"
2206,Tb927.11.8080,47392.0,55892.0,51083.0,46055.0,38841.0,42615.0,45915.0,44237.0,"btb/poz domain containing protein, putative"
2207,Tb927.11.8090,1228300.0,1317000.0,1245900.0,1230400.0,909980.0,986750.0,978030.0,930360.0,"protein phosphatase 1, putative"
2208,Tb927.11.810,416870.0,494140.0,437120.0,447740.0,364710.0,382370.0,344140.0,335910.0,"hypothetical protein, conserved"
2209,Tb927.11.8110,16113.0,25011.0,19958.0,22730.0,30400.0,33151.0,31047.0,30516.0,"hypothetical protein, conserved"
2210,Tb927.11.8120,53516.0,78382.0,50501.0,57984.0,47075.0,59088.0,47149.0,59553.0,"protein transport protein SEC13, putative"
2211,Tb927.11.8140,228160.0,241150.0,218660.0,245310.0,207990.0,203140.0,170590.0,218090.0,"ER lumen retaining receptor protein, putative"
2212,Tb927.11.8150,419590.0,476660.0,444470.0,441230.0,324550.0,339860.0,362620.0,368220.0,"ULK family pseudokinase, putative"
2213,Tb927.11.8160,4941900.0,5566900.0,4864500.0,5262200.0,4490800.0,4592000.0,4437400.0,4390400.0,"dynein heavy chain, putative"
2214,Tb927.11.8165,66290.0,81320.0,72988.0,67484.0,70393.0,71336.0,68109.0,61363.0,hypothetical protein
2215,Tb927.11.8180,185470.0,203900.0,183930.0,182490.0,151410.0,153860.0,141590.0,155780.0,"hypothetical protein, conserved"
2216,Tb927.11.8190,183250.0,190960.0,181970.0,167750.0,154540.0,136400.0,148210.0,152080.0,DNA repair protein RAD51
2217,Tb927.11.8200,2480800.0,2923000.0,2631800.0,2544400.0,2318800.0,2379800.0,2112200.0,1821200.0,"ribosomal protein S26, putative"
2218,Tb927.11.8210,1379900.0,1528300.0,1382700.0,1442700.0,1159400.0,1185000.0,1189800.0,1139700.0,RAD50 DNA repair-like protein
2219,Tb927.11.8220,206140.0,253530.0,173180.0,227520.0,206840.0,204460.0,182900.0,189160.0,aurora B kinase
2220,Tb927.11.8230,1238300.0,1383600.0,1193000.0,1176000.0,984480.0,1062600.0,1018900.0,1122300.0,"hypothetical protein, conserved"
2221,Tb927.11.8250,24967.0,33136.0,28080.0,29322.0,29770.0,33121.0,29376.0,32481.0,"hypothetical protein, conserved"
2222,Tb927.11.8260,1652500.0,1809000.0,1595200.0,1827500.0,1283500.0,1221000.0,1282600.0,1184300.0,carbonic anhydrase-like protein
2223,Tb927.11.8270,1031300.0,1076900.0,979930.0,1067200.0,909700.0,896580.0,874430.0,869660.0,"hypothetical protein, conserved"
2224,Tb927.11.8280,17038.0,20501.0,21723.0,21805.0,19522.0,17574.0,19605.0,19882.0,"hypothetical protein, conserved"
2225,Tb927.11.8290,147970.0,165560.0,150170.0,159000.0,120130.0,122470.0,123820.0,106690.0,"DIS3-like exonuclease, putative"
2226,Tb927.11.8300,262120.0,289530.0,293920.0,269370.0,321760.0,224470.0,287640.0,304120.0,"hypothetical protein, conserved"
2227,Tb927.11.8310,62481.0,68206.0,58816.0,69321.0,62721.0,63552.0,66751.0,60209.0,"class I transcription factor A, subunit 4"
2228,Tb927.11.8320,114180.0,123240.0,105870.0,102920.0,80411.0,90264.0,82553.0,96507.0,"hypothetical protein, conserved"
2229,Tb927.11.8350,136260.0,155610.0,137480.0,142590.0,108900.0,103400.0,127050.0,130150.0,"katanin p60 ATPase containing subunit A, putative"
2230,Tb927.11.8370,69118.0,73994.0,67107.0,69203.0,68828.0,65394.0,62138.0,61677.0,Nucleus and spindle associated protein 1
2231,Tb927.11.8380,1934000.0,2245100.0,1882800.0,1976400.0,1627600.0,1650200.0,1629900.0,1575200.0,"NADPH--cytochrome P450 reductase, putative"
2232,Tb927.11.8390,483970.0,504310.0,496580.0,507950.0,433300.0,393280.0,378770.0,365450.0,"hypothetical protein, conserved"
2233,Tb927.11.840,638040.0,740000.0,680140.0,706620.0,500530.0,468870.0,457690.0,460250.0,"sodium/hydrogen exchanger, putative"
2234,Tb927.11.8410,56919.0,78293.0,64724.0,84592.0,65041.0,71429.0,69919.0,62187.0,"hypothetical protein, conserved"
2235,Tb927.11.8430,357690.0,380930.0,347010.0,409960.0,298470.0,292290.0,326110.0,302560.0,"hypothetical protein, conserved"
2236,Tb927.11.8440,2945700.0,3149000.0,2549900.0,3011100.0,2304700.0,2430900.0,2383300.0,2130500.0,"haloacid dehalogenase-like hydrolase, putative"
2237,Tb927.11.8450,15575.0,21960.0,15644.0,21101.0,16440.0,17552.0,14871.0,15658.0,"Amastin surface glycoprotein, putative"
2238,Tb927.11.850,23175.0,30774.0,17784.0,20707.0,13511.0,20251.0,15026.0,13165.0,"Atypical serine/threonine protein kinase BUD32, putative"
2239,Tb927.11.870,154940.0,176980.0,150930.0,147450.0,148880.0,140000.0,145850.0,146490.0,mitochondrial ribosomal protein l23
2240,Tb927.11.8700,48090.0,53463.0,47909.0,52657.0,50998.0,43377.0,48062.0,41543.0,"hypothetical protein, conserved"
2241,Tb927.11.8730,258770.0,352740.0,326300.0,301820.0,308130.0,272420.0,328450.0,272800.0,"Cell division control protein 48, putative"
2242,Tb927.11.8740,40643.0,40435.0,38971.0,34360.0,34019.0,40693.0,36032.0,39510.0,"Protein of unknown function (DUF423), putative"
2243,Tb927.11.8750,66245.0,105510.0,122100.0,77482.0,87410.0,94696.0,93397.0,81610.0,"hypothetical protein, conserved"
2244,Tb927.11.8760,137900.0,160460.0,129330.0,135100.0,98838.0,99327.0,116550.0,92353.0,"hypothetical protein, conserved"
2245,Tb927.11.8770,2132100.0,2408900.0,2137100.0,2108800.0,1839600.0,1753000.0,1725200.0,1871600.0,"ATP-dependent RNA helicase FAL1, putative"
2246,Tb927.11.8780,25774.0,23600.0,24604.0,30702.0,22617.0,20512.0,27435.0,24290.0,"hypothetical protein, conserved"
2247,Tb927.11.8790,692470.0,768910.0,693870.0,727680.0,553670.0,554150.0,571680.0,547460.0,"target SNARE, putative"
2248,Tb927.11.880,12129000.0,12300000.0,11752000.0,12497000.0,13049000.0,11991000.0,10433000.0,11774000.0,cyclophilin a
2249,Tb927.11.8800,52570.0,58658.0,60037.0,48097.0,45427.0,39913.0,41850.0,42570.0,"hypothetical protein, conserved"
2250,Tb927.11.8820,74583.0,91151.0,74634.0,72390.0,79155.0,76944.0,66298.0,104450.0,"glutathionylspermidine synthetase, putative"
2251,Tb927.11.8860,120000.0,106870.0,115070.0,98383.0,98867.0,110730.0,105230.0,114820.0,"CEP76 C2 domain containing protein, putative"
2252,Tb927.11.8870,429980.0,484240.0,447910.0,445430.0,353700.0,350240.0,347160.0,344940.0,"DEAD-box ATP-dependent RNA helicase, mitochondrial"
2253,Tb927.11.8880,291740.0,324760.0,265690.0,292490.0,272970.0,281000.0,227040.0,245990.0,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative"
2254,Tb927.11.8900,404200.0,461690.0,416910.0,387220.0,367050.0,361000.0,350800.0,360880.0,"DPCD protein family, putative"
2255,Tb927.11.8910,79871.0,90713.0,90093.0,92736.0,73333.0,79391.0,75185.0,73722.0,NADH-ubiquinone oxidoreductase B16.6 subunit
2256,Tb927.11.8920,45880.0,43755.0,40766.0,44298.0,32099.0,29887.0,34399.0,27813.0,"Centrosomal protein of 120 kDa, putative"
2257,Tb927.11.8930,57162.0,68689.0,56510.0,60292.0,39159.0,43295.0,39108.0,41282.0,"D123, putative"
2258,Tb927.11.8950,580300.0,581970.0,509750.0,557200.0,508820.0,500000.0,470650.0,437890.0,leucine rich repeat
2259,Tb927.11.8970,948360.0,1208500.0,943870.0,1064500.0,967550.0,1127300.0,1055300.0,947620.0,"ribose 5-phosphate isomerase, putative"
2260,Tb927.11.8980,474150.0,587500.0,496240.0,469780.0,390620.0,371910.0,401250.0,329310.0,"Elongation factor G 2, mitochondrial, putative"
2261,Tb927.11.900,3123400.0,3577000.0,3189700.0,3313300.0,2488700.0,2567400.0,2439900.0,2368000.0,"isocitrate dehydrogenase, putative"
2262,Tb927.11.9040,648050.0,740180.0,561060.0,694820.0,634790.0,692670.0,679220.0,631370.0,conserved protein
2263,Tb927.11.9050,264980.0,299960.0,256280.0,292710.0,233980.0,252650.0,202080.0,228180.0,"p21-C-terminal region-binding protein, putative"
2264,Tb927.11.9080,570290.0,588140.0,515890.0,588360.0,422870.0,398070.0,436610.0,431190.0,Nucleolar protein 136
2265,Tb927.11.910,160720.0,192440.0,169810.0,176790.0,142070.0,148440.0,144140.0,159140.0,"hypothetical protein, conserved"
2266,Tb927.11.9100,107350.0,120130.0,132280.0,137570.0,116290.0,106740.0,128670.0,111600.0,"Domain of unknown function (DUF4586), putative"
2267,Tb927.11.9120,231520.0,245740.0,225670.0,203690.0,335430.0,366670.0,352000.0,305520.0,"SNF2 family N-terminal domain/Ring finger domain containing protein, putative"
2268,Tb927.11.9130,1611400.0,1833200.0,1587200.0,1764300.0,1284700.0,1299800.0,1305700.0,1196700.0,Replication factor A protein 1
2269,Tb927.11.9150,7045.6,3742.5,4885.5,2640.0,2742.9,2917.0,3266.8,2807.2,Mitochondrial processome subunit 1
2270,Tb927.11.9170,279060.0,310180.0,296680.0,326110.0,234670.0,258790.0,234400.0,204550.0,"DNA topoisomerase III, putative"
2271,Tb927.11.9180,345370.0,387300.0,348860.0,395390.0,313990.0,326770.0,339590.0,335850.0,"ADP-ribosylation factor GTPase activating protein, putative"
2272,Tb927.11.9190,245580.0,270420.0,265210.0,269230.0,254800.0,242410.0,262810.0,239720.0,Serine/threonine-protein kinase VPS15
2273,Tb927.11.9210,464000.0,471630.0,485910.0,467110.0,393170.0,371950.0,364570.0,371960.0,"NOL1/NOP2/sun family, putative"
2274,Tb927.11.9220,5217200.0,6019000.0,5104100.0,5629500.0,4781900.0,4886300.0,4506500.0,4657300.0,proteasome regulatory non-ATP-ase subunit 2
2275,Tb927.11.9240,243270.0,241200.0,210910.0,208380.0,191410.0,175880.0,158580.0,180690.0,"hypothetical protein, conserved"
2276,Tb927.11.9250,55136.0,52902.0,47374.0,55007.0,39582.0,40854.0,37982.0,50394.0,"hypothetical protein, conserved"
2277,Tb927.11.9260,97287.0,91469.0,78108.0,107600.0,76898.0,84736.0,89356.0,91937.0,"hypothetical protein, conserved"
2278,Tb927.11.9270,121370.0,157230.0,151300.0,157370.0,115950.0,106130.0,131070.0,107120.0,differentiation inhibitory kinase
2279,Tb927.11.9280,234250.0,251890.0,233850.0,241730.0,168950.0,199250.0,200540.0,180710.0,"hypothetical protein, conserved"
2280,Tb927.11.9290,78034.0,98484.0,89805.0,87236.0,67087.0,83442.0,83326.0,84619.0,Flagellum attachment zone protein 20
2281,Tb927.11.9300,94175.0,113080.0,111690.0,113800.0,104930.0,99015.0,104750.0,100880.0,"Domain of unknown function (DUF3342), putative"
2282,Tb927.11.9310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tRNA pseudouridine synthase, putative"
2283,Tb927.11.9320,40095.0,47712.0,45972.0,51890.0,37699.0,36752.0,31476.0,39913.0,"hypothetical protein, conserved"
2284,Tb927.11.9350,67939.0,65609.0,67635.0,59700.0,42343.0,47032.0,51941.0,43509.0,"phosphonopyruvate decarboxylase-like protein, putative"
2285,Tb927.11.9360,723260.0,790020.0,759860.0,810790.0,548850.0,605130.0,581850.0,568550.0,"prenyltransferase, putative"
2286,Tb927.11.9370,46723.0,66272.0,58758.0,61939.0,49868.0,58234.0,57824.0,45796.0,"hypothetical protein, conserved"
2287,Tb927.11.940,85917.0,90800.0,87472.0,95597.0,69866.0,77188.0,67868.0,64598.0,KREPB5
2288,Tb927.11.9400,2221100.0,2648400.0,2250100.0,2346700.0,2030700.0,1943900.0,1906500.0,1861000.0,"hypothetical protein, conserved"
2289,Tb927.11.9420,849940.0,1019200.0,912830.0,905490.0,796200.0,774010.0,795140.0,767730.0,"ATP synthase, putative"
2290,Tb927.11.9440,674920.0,785240.0,707550.0,737470.0,666670.0,668380.0,633360.0,690740.0,Component of motile flagella 63
2291,Tb927.11.9450,122430.0,136040.0,113620.0,133380.0,104970.0,94070.0,95977.0,93762.0,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
2292,Tb927.11.9470,419740.0,510360.0,385070.0,453770.0,376800.0,394570.0,333530.0,374800.0,"ADP-ribosylation factor GTPase activating protein, putative"
2293,Tb927.11.9480,179180.0,189710.0,190690.0,186710.0,137600.0,149420.0,147140.0,146900.0,"tubulin binding cofactor c, putative"
2294,Tb927.11.950,41931.0,35659.0,32500.0,40534.0,43630.0,45966.0,36972.0,38479.0,"RNA-binding protein, putative"
2295,Tb927.11.9510,304780.0,360500.0,286090.0,329230.0,226790.0,244660.0,241240.0,256560.0,"nucleic acid binding protein, putative"
2296,Tb927.11.9520,121240.0,164910.0,139640.0,132430.0,102610.0,114900.0,111160.0,109640.0,"DNA topoisomerase III, putative"
2297,Tb927.11.9530,4710200.0,5415600.0,4669300.0,4850200.0,3879100.0,3799700.0,3680400.0,3478800.0,14-3-3 protein 1
2298,Tb927.11.9540,121470.0,129730.0,123280.0,127030.0,116510.0,113670.0,112340.0,123840.0,"hypothetical protein, conserved"
2299,Tb927.11.9550,142630.0,154510.0,131630.0,156840.0,111110.0,137550.0,127270.0,112650.0,"replication factor C, subunit 4, putative"
2300,Tb927.11.9560,27689.0,25038.0,32211.0,28986.0,20456.0,20066.0,18551.0,19883.0,"oxidoreductase, putative"
2301,Tb927.11.9580,133090.0,169500.0,133540.0,143210.0,149700.0,161910.0,156160.0,153970.0,"hypothetical protein, conserved"
2302,Tb927.11.9590,46240000.0,51392000.0,44001000.0,43008000.0,38884000.0,41377000.0,38352000.0,38245000.0,"S-adenosylhomocysteine hydrolase, putative"
2303,Tb927.11.9600,31924.0,47734.0,38989.0,49536.0,38487.0,38403.0,38150.0,33165.0,"hypothetical protein, conserved"
2304,Tb927.11.9610,2656800.0,3008800.0,2356400.0,2923900.0,2417200.0,2439200.0,2076800.0,2197800.0,eukaryotic translation initiation factor 3 subunit i
2305,Tb927.11.9620,20484.0,28530.0,24082.0,22419.0,22079.0,24874.0,26785.0,23169.0,"hypothetical protein, conserved"
2306,Tb927.11.9630,60818.0,74375.0,77123.0,72225.0,96168.0,92977.0,85275.0,64358.0,"Snf7, putative"
2307,Tb927.11.9640,3199100.0,3531800.0,3347600.0,3558500.0,2780500.0,2838700.0,2602800.0,2529500.0,"glycyl-tRNA synthetase, putative"
2308,Tb927.11.9670,314950.0,359300.0,297100.0,306320.0,285960.0,334550.0,286140.0,279690.0,"aminomethyltransferase, mitochondrial, putative"
2309,Tb927.11.9680,1973.1,1653.1,2691.3,2343.3,20401.0,2312.7,8473.9,3958.1,"hypothetical protein, conserved"
2310,Tb927.11.9690,176380.0,180020.0,165470.0,172630.0,130800.0,148820.0,157380.0,154730.0,Spindle pole body protein 1
2311,Tb927.11.9700,732060.0,773300.0,621030.0,699200.0,548110.0,574590.0,505890.0,512970.0,"transcription factor BTF3, putative"
2312,Tb927.11.9720,454590.0,536430.0,407840.0,515360.0,419340.0,478070.0,415240.0,404450.0,"40S ribosomal protein S27, putative"
2313,Tb927.11.9760,6346.7,4891.1,2781.4,2881.3,2150.5,3050.5,3120.7,3845.2,"hypothetical protein, conserved"
2314,Tb927.11.9780,508850.0,534270.0,489650.0,524410.0,427990.0,396330.0,418080.0,435700.0,Nucleoporin NUP119
2315,Tb927.11.9790,199560.0,212310.0,192620.0,196410.0,157490.0,163310.0,181750.0,130720.0,"calmodulin, putative"
2316,Tb927.11.980,748960.0,863940.0,775500.0,778620.0,714100.0,725350.0,731290.0,728080.0,Nucleoporin NUP158
2317,Tb927.11.9810,30476.0,31869.0,25274.0,27937.0,30238.0,30128.0,22322.0,29704.0,"NUDIX hydrolase 3, putative"
2318,Tb927.11.9850,15102.0,18824.0,13541.0,15535.0,12891.0,14799.0,12912.0,16427.0,"hypothetical protein, conserved"
2319,Tb927.11.9860,3022400.0,3340400.0,2618900.0,3468600.0,2404100.0,2289400.0,1972800.0,2257600.0,"EF-hand domain pair, putative"
2320,Tb927.11.9870,171050.0,191730.0,174570.0,198250.0,149370.0,139360.0,147810.0,124120.0,Telomere-associated protein 1
2321,Tb927.11.9880,1078500.0,1136500.0,1038000.0,1090300.0,897430.0,910990.0,919920.0,972830.0,"Protein of unknown function (DUF2009), putative"
2322,Tb927.11.9890,909580.0,1153000.0,1031600.0,1141100.0,796200.0,799560.0,730710.0,719230.0,"signal recognition particle receptor alpha subunit, putative"
2323,Tb927.11.9910,561350.0,690570.0,623420.0,613750.0,508130.0,494350.0,478840.0,445260.0,"Domain of unknown function (DUF3846)/TPR repeat, putative"
2324,Tb927.11.9930,61601.0,61434.0,59663.0,63605.0,36783.0,38266.0,35822.0,32860.0,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
2325,Tb927.11.9940,20430.0,22486.0,20606.0,23436.0,23327.0,24839.0,22268.0,24692.0,"hypothetical protein, conserved"
2326,Tb927.11.9950,14962.0,19486.0,15249.0,18817.0,16825.0,11899.0,11552.0,12449.0,"hypothetical protein, conserved"
2327,Tb927.11.9960,252080.0,236540.0,211880.0,282840.0,201670.0,196230.0,185290.0,207370.0,"Protein of unknown function (DUF2870), putative"
2328,Tb927.11.9970,58829.0,65847.0,61950.0,56540.0,58353.0,52603.0,53481.0,52698.0,"Small acidic protein family, putative"
2329,Tb927.11.9980,1475900.0,1637500.0,1459600.0,1520000.0,1035300.0,1013400.0,992510.0,983160.0,"2-oxoglutarate dehydrogenase E1 component, putative"
2330,Tb927.2.100,6588200.0,7505700.0,6537600.0,6674900.0,5894800.0,6036600.0,5247600.0,5431900.0,"retrotransposon hot spot protein 1 (RHS1), putative"
2331,Tb927.2.1080,62770.0,69151.0,62053.0,65720.0,52238.0,47811.0,44545.0,53731.0,"retrotransposon hot spot protein 5 (RHS5), putative"
2332,Tb927.2.1120,149110.0,169190.0,120240.0,171780.0,128260.0,144960.0,163590.0,145410.0,"retrotransposon hot spot protein 4 (RHS4), point mutation"
